id,type,year,issue,title,publication_date,program_area,release_url
data-arpc-report-202601,report,2026,01,"FCIP Portfolio Size and Growth",2026-06-02,fcip,https://github.com/arpc-ndsu/arpcOpenData/releases/tag/data-arpc-report-202601
